Year,Month,Day,Hour,Temperature
2013.0,11.0,1.0,7.0,7.8
2013.0,11.0,1.0,8.0,8.3
2013.0,11.0,1.0,9.0,10.7
2013.0,11.0,1.0,1.0,12.5
2013.0,11.0,1.0,1.0,15.6
2013.0,11.0,1.0,1.0,16.2
2013.0,11.0,1.0,1.0,16.3
2013.0,11.0,1.0,1.0,16.8
2013.0,11.0,1.0,1.0,16.8
2013.0,11.0,1.0,1.0,16.0
2013.0,11.0,1.0,1.0,14.9
2013.0,11.0,1.0,1.0,13.4
2013.0,11.0,1.0,1.0,13.2
2013.0,11.0,1.0,2.0,13.3
2013.0,11.0,1.0,2.0,13.3
2013.0,11.0,1.0,2.0,13.1
2013.0,11.0,1.0,2.0,13.1
2013.0,11.0,2.0,0.0,13.1
2013.0,11.0,2.0,1.0,13.2
2013.0,11.0,2.0,2.0,13.3
2013.0,11.0,2.0,3.0,13.2
2013.0,11.0,2.0,4.0,13.4
2013.0,11.0,2.0,5.0,13.2
2013.0,11.0,2.0,6.0,13.4
2013.0,11.0,2.0,7.0,13.3
2013.0,11.0,2.0,8.0,13.3
2013.0,11.0,2.0,9.0,13.5
2013.0,11.0,2.0,1.0,13.9
2013.0,11.0,2.0,1.0,14.3
2013.0,11.0,2.0,1.0,15.2
2013.0,11.0,2.0,1.0,15.2
2013.0,11.0,2.0,1.0,15.2
2013.0,11.0,2.0,1.0,15.2
2013.0,11.0,2.0,1.0,14.7
2013.0,11.0,2.0,1.0,14.2
2013.0,11.0,2.0,1.0,13.8
2013.0,11.0,2.0,1.0,13.6
2013.0,11.0,2.0,2.0,13.4
2013.0,11.0,2.0,2.0,13.5
2013.0,11.0,2.0,2.0,13.3
2013.0,11.0,2.0,2.0,13.3
2013.0,11.0,3.0,0.0,13.2
2013.0,11.0,3.0,1.0,13.1
2013.0,11.0,3.0,2.0,12.9
2013.0,11.0,3.0,3.0,12.8
2013.0,11.0,3.0,4.0,12.5
2013.0,11.0,3.0,5.0,12.6
2013.0,11.0,3.0,6.0,12.6
2013.0,11.0,3.0,7.0,12.6
2013.0,11.0,3.0,8.0,12.4
2013.0,11.0,3.0,9.0,12.7
2013.0,11.0,3.0,1.0,13.0
2013.0,11.0,3.0,1.0,13.3
2013.0,11.0,3.0,1.0,13.8
2013.0,11.0,3.0,1.0,14.7
2013.0,11.0,3.0,1.0,17.1
2013.0,11.0,3.0,1.0,18.4
2013.0,11.0,3.0,1.0,18.0
2013.0,11.0,3.0,1.0,16.7
2013.0,11.0,3.0,1.0,14.2
2013.0,11.0,3.0,1.0,13.3
2013.0,11.0,3.0,2.0,12.8
2013.0,11.0,3.0,2.0,12.6
2013.0,11.0,3.0,2.0,10.6
2013.0,11.0,3.0,2.0,9.3
2013.0,11.0,4.0,0.0,9.0
2013.0,11.0,4.0,1.0,9.1
2013.0,11.0,4.0,2.0,10.8
2013.0,11.0,4.0,3.0,9.9
2013.0,11.0,4.0,4.0,9.3
2013.0,11.0,4.0,5.0,9.4
2013.0,11.0,4.0,6.0,10.2
2013.0,11.0,4.0,7.0,11.0
2013.0,11.0,4.0,8.0,11.3
2013.0,11.0,4.0,9.0,11.6
2013.0,11.0,4.0,1.0,11.8
2013.0,11.0,4.0,1.0,11.5
2013.0,11.0,4.0,1.0,11.2
2013.0,11.0,4.0,1.0,10.9
2013.0,11.0,4.0,1.0,11.4
2013.0,11.0,4.0,1.0,12.0
2013.0,11.0,4.0,1.0,12.0
2013.0,11.0,4.0,1.0,12.0
2013.0,11.0,4.0,1.0,11.8
2013.0,11.0,4.0,1.0,11.6
2013.0,11.0,4.0,2.0,11.4
2013.0,11.0,4.0,2.0,11.3
2013.0,11.0,4.0,2.0,11.2
2013.0,11.0,4.0,2.0,11.1
2013.0,11.0,5.0,0.0,10.8
2013.0,11.0,5.0,1.0,10.9
2013.0,11.0,5.0,2.0,10.7
2013.0,11.0,5.0,3.0,10.7
2013.0,11.0,5.0,4.0,9.4
2013.0,11.0,5.0,5.0,8.0
2013.0,11.0,5.0,6.0,8.0
2013.0,11.0,5.0,7.0,6.9
2013.0,11.0,5.0,8.0,7.2
2013.0,11.0,5.0,9.0,8.9
2013.0,11.0,5.0,1.0,11.3
2013.0,11.0,5.0,1.0,13.4
2013.0,11.0,5.0,1.0,14.4
2013.0,11.0,5.0,1.0,15.1
2013.0,11.0,5.0,1.0,16.2
2013.0,11.0,5.0,1.0,16.6
2013.0,11.0,5.0,1.0,15.8
2013.0,11.0,5.0,1.0,14.5
2013.0,11.0,5.0,1.0,12.4
2013.0,11.0,5.0,1.0,10.5
2013.0,11.0,5.0,2.0,10.2
2013.0,11.0,5.0,2.0,10.6
2013.0,11.0,5.0,2.0,10.8
2013.0,11.0,5.0,2.0,10.7
2013.0,11.0,6.0,0.0,10.3
2013.0,11.0,6.0,1.0,10.2
2013.0,11.0,6.0,2.0,10.3
2013.0,11.0,6.0,3.0,10.6
2013.0,11.0,6.0,4.0,10.9
2013.0,11.0,6.0,5.0,11.3
2013.0,11.0,6.0,6.0,11.8
2013.0,11.0,6.0,7.0,11.5
2013.0,11.0,6.0,8.0,11.3
2013.0,11.0,6.0,9.0,13.2
2013.0,11.0,6.0,1.0,15.5
2013.0,11.0,6.0,1.0,17.0
2013.0,11.0,6.0,1.0,18.6
2013.0,11.0,6.0,1.0,19.5
2013.0,11.0,6.0,1.0,20.0
2013.0,11.0,6.0,1.0,20.4
2013.0,11.0,6.0,1.0,20.4
2013.0,11.0,6.0,1.0,18.7
2013.0,11.0,6.0,1.0,15.4
2013.0,11.0,6.0,1.0,15.4
2013.0,11.0,6.0,2.0,13.2
2013.0,11.0,6.0,2.0,12.2
2013.0,11.0,6.0,2.0,11.5
2013.0,11.0,6.0,2.0,11.4
2013.0,11.0,7.0,0.0,11.3
2013.0,11.0,7.0,1.0,10.4
2013.0,11.0,7.0,2.0,9.6
2013.0,11.0,7.0,3.0,9.0
2013.0,11.0,7.0,4.0,8.3
2013.0,11.0,7.0,5.0,8.4
2013.0,11.0,7.0,6.0,8.2
2013.0,11.0,7.0,7.0,7.7
2013.0,11.0,7.0,8.0,8.0
2013.0,11.0,7.0,9.0,9.4
2013.0,11.0,7.0,1.0,12.3
2013.0,11.0,7.0,1.0,13.5
2013.0,11.0,7.0,1.0,14.8
2013.0,11.0,7.0,1.0,15.5
2013.0,11.0,7.0,1.0,16.3
2013.0,11.0,7.0,1.0,16.8
2013.0,11.0,7.0,1.0,16.0
2013.0,11.0,7.0,1.0,15.0
2013.0,11.0,7.0,1.0,13.8
2013.0,11.0,7.0,1.0,13.5
2013.0,11.0,7.0,2.0,13.4
2013.0,11.0,7.0,2.0,13.4
2013.0,11.0,7.0,2.0,13.3
2013.0,11.0,7.0,2.0,13.1
2013.0,11.0,8.0,0.0,13.2
2013.0,11.0,8.0,1.0,13.3
2013.0,11.0,8.0,2.0,12.8
2013.0,11.0,8.0,3.0,12.7
2013.0,11.0,8.0,4.0,12.7
2013.0,11.0,8.0,5.0,12.9
2013.0,11.0,8.0,6.0,13.0
2013.0,11.0,8.0,7.0,12.8
2013.0,11.0,8.0,8.0,12.7
2013.0,11.0,8.0,9.0,12.8
2013.0,11.0,8.0,1.0,13.6
2013.0,11.0,8.0,1.0,14.1
2013.0,11.0,8.0,1.0,14.3
2013.0,11.0,8.0,1.0,14.2
2013.0,11.0,8.0,1.0,14.2
2013.0,11.0,8.0,1.0,14.2
2013.0,11.0,8.0,1.0,14.1
2013.0,11.0,8.0,1.0,13.4
2013.0,11.0,8.0,1.0,12.9
2013.0,11.0,8.0,1.0,12.9
2013.0,11.0,8.0,2.0,12.9
2013.0,11.0,8.0,2.0,12.6
2013.0,11.0,8.0,2.0,12.6
2013.0,11.0,8.0,2.0,12.7
2013.0,11.0,9.0,0.0,12.6
2013.0,11.0,9.0,1.0,12.7
2013.0,11.0,9.0,2.0,12.7
2013.0,11.0,9.0,3.0,12.8
2013.0,11.0,9.0,4.0,12.9
2013.0,11.0,9.0,5.0,12.9
2013.0,11.0,9.0,6.0,12.8
2013.0,11.0,9.0,7.0,12.8
2013.0,11.0,9.0,8.0,12.8
2013.0,11.0,9.0,9.0,12.9
2013.0,11.0,9.0,1.0,13.1
2013.0,11.0,9.0,1.0,14.4
2013.0,11.0,9.0,1.0,15.5
2013.0,11.0,9.0,1.0,16.1
2013.0,11.0,9.0,1.0,15.9
2013.0,11.0,9.0,1.0,15.9
2013.0,11.0,9.0,1.0,15.6
2013.0,11.0,9.0,1.0,15.2
2013.0,11.0,9.0,1.0,14.2
2013.0,11.0,9.0,1.0,12.4
2013.0,11.0,9.0,2.0,12.0
2013.0,11.0,9.0,2.0,11.1
2013.0,11.0,9.0,2.0,10.4
2013.0,11.0,9.0,2.0,10.1
2013.0,11.0,10.0,0.0,10.1
2013.0,11.0,10.0,1.0,10.3
2013.0,11.0,10.0,2.0,9.9
2013.0,11.0,10.0,3.0,9.1
2013.0,11.0,10.0,4.0,9.1
2013.0,11.0,10.0,5.0,10.0
2013.0,11.0,10.0,6.0,10.4
2013.0,11.0,10.0,7.0,10.2
2013.0,11.0,10.0,8.0,10.2
2013.0,11.0,10.0,9.0,10.0
2013.0,11.0,10.0,1.0,10.5
2013.0,11.0,10.0,1.0,12.7
2013.0,11.0,10.0,1.0,14.0
2013.0,11.0,10.0,1.0,14.3
2013.0,11.0,10.0,1.0,15.1
2013.0,11.0,10.0,1.0,14.3
2013.0,11.0,10.0,1.0,13.6
2013.0,11.0,10.0,1.0,12.9
2013.0,11.0,10.0,1.0,11.7
2013.0,11.0,10.0,1.0,11.5
2013.0,11.0,10.0,2.0,11.9
2013.0,11.0,10.0,2.0,12.6
2013.0,11.0,10.0,2.0,12.5
2013.0,11.0,10.0,2.0,12.5
2013.0,11.0,11.0,0.0,13.4
2013.0,11.0,11.0,1.0,13.7
2013.0,11.0,11.0,2.0,13.6
2013.0,11.0,11.0,3.0,13.5
2013.0,11.0,11.0,4.0,13.2
2013.0,11.0,11.0,5.0,12.9
2013.0,11.0,11.0,6.0,12.6
2013.0,11.0,11.0,7.0,12.4
2013.0,11.0,11.0,8.0,12.4
2013.0,11.0,11.0,9.0,13.2
2013.0,11.0,11.0,1.0,14.7
2013.0,11.0,11.0,1.0,15.7
2013.0,11.0,11.0,1.0,16.8
2013.0,11.0,11.0,1.0,17.5
2013.0,11.0,11.0,1.0,17.8
2013.0,11.0,11.0,1.0,17.7
2013.0,11.0,11.0,1.0,17.2
2013.0,11.0,11.0,1.0,16.7
2013.0,11.0,11.0,1.0,15.0
2013.0,11.0,11.0,1.0,13.6
2013.0,11.0,11.0,2.0,10.9
2013.0,11.0,11.0,2.0,8.3
2013.0,11.0,11.0,2.0,7.0
2013.0,11.0,11.0,2.0,6.5
2013.0,11.0,12.0,0.0,6.2
2013.0,11.0,12.0,1.0,5.5
2013.0,11.0,12.0,2.0,6.0
2013.0,11.0,12.0,3.0,5.8
2013.0,11.0,12.0,4.0,4.7
2013.0,11.0,12.0,5.0,5.6
2013.0,11.0,12.0,6.0,6.9
2013.0,11.0,12.0,7.0,6.6
2013.0,11.0,12.0,8.0,6.0
2013.0,11.0,12.0,9.0,8.1
2013.0,11.0,12.0,1.0,10.9
2013.0,11.0,12.0,1.0,13.6
2013.0,11.0,12.0,1.0,15.9
2013.0,11.0,12.0,1.0,17.1
2013.0,11.0,12.0,1.0,17.4
2013.0,11.0,12.0,1.0,17.3
2013.0,11.0,12.0,1.0,17.1
2013.0,11.0,12.0,1.0,14.6
2013.0,11.0,12.0,1.0,11.5
2013.0,11.0,12.0,1.0,10.0
2013.0,11.0,12.0,2.0,8.5
2013.0,11.0,12.0,2.0,8.6
2013.0,11.0,12.0,2.0,7.9
2013.0,11.0,12.0,2.0,6.5
2013.0,11.0,13.0,0.0,7.4
2013.0,11.0,13.0,1.0,7.1
2013.0,11.0,13.0,2.0,6.5
2013.0,11.0,13.0,3.0,5.9
2013.0,11.0,13.0,4.0,5.3
2013.0,11.0,13.0,5.0,6.2
2013.0,11.0,13.0,6.0,6.4
2013.0,11.0,13.0,7.0,5.8
2013.0,11.0,13.0,8.0,5.8
2013.0,11.0,13.0,9.0,7.5
2013.0,11.0,13.0,1.0,10.5
2013.0,11.0,13.0,1.0,13.4
2013.0,11.0,13.0,1.0,13.8
2013.0,11.0,13.0,1.0,16.0
2013.0,11.0,13.0,1.0,16.8
2013.0,11.0,13.0,1.0,16.6
2013.0,11.0,13.0,1.0,15.6
2013.0,11.0,13.0,1.0,14.2
2013.0,11.0,13.0,1.0,12.6
2013.0,11.0,13.0,1.0,12.4
2013.0,11.0,13.0,2.0,12.4
2013.0,11.0,13.0,2.0,11.5
2013.0,11.0,13.0,2.0,11.2
2013.0,11.0,13.0,2.0,11.2
2013.0,11.0,14.0,0.0,11.3
2013.0,11.0,14.0,1.0,11.0
2013.0,11.0,14.0,2.0,10.8
2013.0,11.0,14.0,3.0,10.8
2013.0,11.0,14.0,4.0,10.5
2013.0,11.0,14.0,5.0,10.3
