6,0.5,200,0.004037344,4.654393696,7.938939511,0.063254682,95.54794521
6,0.4,200,0.004092535,4.911576758,8.471848308,0.066958523,95.20547945
6,0.4,2000,0.004205107,5.000864796,8.374968597,0.06715147,95.54794521
7,0.5,500,0.002481758,5.177622568,8.516113528,0.069463476,95.20547945
6,0.6,2000,0.003673213,5.263772771,8.649943187,0.070246788,95.20547945
9,0.4,500,0.002424054,5.26154445,8.849437304,0.071202698,94.52054795
7,0.5,100,0.002534282,5.325774634,8.729109597,0.071479425,94.8630137
5,0.6,800,0.004642253,5.363004655,8.945776517,0.071669335,95.20547945
7,0.2,800,0.004051904,5.506075671,8.865579462,0.073449634,94.8630137
6,0.4,1600,0.004085473,5.945460462,7.885944074,0.074798394,95.89041096
5,0.5,1400,0.00462324,5.688506267,9.18487298,0.075030323,95.20547945
10,0.6,1300,0.00159171,5.71864824,9.488837612,0.076613959,94.52054795
8,0.5,1900,0.002674734,6.037551977,8.483929024,0.076689668,95.89041096
9,0.2,2000,0.003567919,5.912882523,8.877097518,0.077287219,94.8630137
5,0.3,1400,0.004389692,6.020886312,8.570489955,0.077432905,95.54794521
6,0.5,1000,0.002546043,5.932945039,8.905577111,0.077476195,95.20547945
6,0.4,300,0.004204411,6.02282908,8.687423251,0.077677695,95.54794521
8,0.4,500,0.002644667,5.711741384,10.01992026,0.078333336,94.17808219
8,0.5,1500,0.002671315,5.847907927,9.599809378,0.078560919,94.52054795
3,0.6,1300,0.004710063,6.025983317,9.278518776,0.078727749,95.20547945
7,0.4,100,0.00420914,5.950357269,9.511824423,0.078875085,95.20547945
6,0.5,1500,0.003533396,6.0487142,9.468639558,0.079186761,95.20547945
5,0.4,1400,0.004483578,6.14196502,8.891963335,0.079416147,95.20547945
5,0.5,1600,0.003736215,6.209506657,9.275478238,0.079455196,95.89041096
6,0.3,1600,0.004730475,6.047368176,9.308567977,0.079538606,95.20547945
9,0.4,1700,0.002598828,6.298999016,8.767959157,0.07997996,95.54794521
5,0.6,1400,0.003460976,6.290764242,9.077071446,0.08036912,95.54794521
6,0.6,900,0.003991814,6.266809143,8.897656911,0.080455875,95.20547945
7,0.4,1700,0.003443699,6.147538768,9.438435895,0.080538278,95.20547945
7,0.6,300,0.002402243,6.322189059,8.992466295,0.081233537,95.20547945
5,0.2,700,0.006124165,6.410392067,8.774689783,0.081393152,95.54794521
8,0.6,600,0.002559976,6.447408379,9.144331225,0.081453904,95.89041096
6,0.5,100,0.003339019,6.0233666,10.2323654,0.081808961,94.17808219
7,0.3,100,0.004635714,6.445758267,9.542889185,0.082036173,95.54794521
6,0.6,700,0.002284706,6.197813944,9.790285164,0.082354638,94.52054795
8,0.6,500,0.002067542,6.586811104,8.971042616,0.082407671,95.89041096
6,0.4,1800,0.003971513,6.004324397,10.69957277,0.082961694,93.49315068
4,0.3,500,0.005715852,6.484270448,9.674669862,0.083566914,95.20547945
6,0.6,500,0.002758302,6.370959604,10.09086652,0.085250938,94.17808219
6,0.3,100,0.004476124,6.74264016,9.262694915,0.085530962,95.54794521
7,0.3,200,0.003659606,6.698885124,9.516354621,0.08586611,94.52054795
10,0.6,200,0.00140826,7.030010553,8.756403161,0.086222949,95.89041096
8,0.4,1700,0.003301484,7.003213926,9.208877387,0.086401998,95.89041096
5,0.3,1600,0.004714852,6.886435237,9.939466594,0.086670767,95.54794521
7,0.5,1500,0.002867488,7.041112213,8.9933501,0.086872212,95.89041096
4,0.5,200,0.007781403,7.094956094,9.09197391,0.08687744,95.89041096
8,0.3,1100,0.003129062,7.147167288,9.029849108,0.087536096,95.89041096
5,0.4,1300,0.004758397,6.90254631,9.468234031,0.087644566,95.54794521
